Elapsed Time[s]	Write 0 [deg]	Write 1 [A]	Write 2 [A]	
22.5280	251.261	0.013	0.806	
22.5285	251.261	0.016	0.807	
22.5290	251.261	0.012	0.854	
22.5295	251.261	0.012	0.883	
22.5300	251.261	0.008	0.875	
22.5305	251.261	0.011	0.868	
22.5310	251.261	0.012	0.861	
22.5315	251.261	0.012	0.854	
22.5320	251.261	0.009	0.849	
22.5325	251.261	0.012	0.845	
22.5330	251.261	0.011	0.842	
22.5335	251.261	0.012	0.836	
22.5340	251.261	0.011	0.835	
22.5345	251.261	0.012	0.832	
22.5350	251.261	0.013	0.832	
22.5355	251.261	0.009	0.829	
22.5360	251.261	0.012	0.828	
22.5365	250.557	0.010	0.825	
22.5370	250.557	0.008	0.825	
22.5375	250.557	0.012	0.826	
22.5380	250.557	0.016	0.823	
22.5385	253.021	0.012	0.821	
22.5390	253.021	0.013	0.820	
22.5395	252.669	0.012	0.819	
22.5400	252.317	0.013	0.818	
22.5405	252.317	0.012	0.817	
22.5410	252.317	0.010	0.816	
22.5415	252.317	0.012	0.819	
22.5420	253.021	0.011	0.814	
22.5425	253.372	0.012	0.814	
22.5430	253.372	0.012	0.815	
22.5435	253.724	0.010	0.812	
22.5440	254.076	0.011	0.813	
22.5445	254.076	0.011	0.812	
22.5450	253.724	0.012	0.809	
22.5455	253.372	0.011	0.813	
22.5460	255.836	0.012	0.811	
22.5465	255.132	0.011	0.813	
22.5470	255.132	0.011	0.813	
22.5475	255.132	0.013	0.817	
22.5480	255.132	0.011	0.812	
22.5485	256.188	0.012	0.813	
22.5490	256.188	0.012	0.814	
22.5495	256.892	0.012	0.816	
22.5500	256.892	0.011	0.815	
22.5505	256.892	0.012	0.817	
22.5510	256.188	0.014	0.818	
22.5515	258.651	0.011	0.819	
22.5520	258.299	0.011	0.820	
22.5525	257.947	0.015	0.822	
22.5530	257.947	0.012	0.822	
22.5535	257.947	0.016	0.824	
22.5540	258.651	0.009	0.825	
22.5545	258.651	0.012	0.824	
22.5550	258.651	0.012	0.825	
22.5555	259.003	0.017	0.825	
22.5560	259.003	0.011	0.826	
22.5565	259.003	0.017	0.826	
22.5570	259.707	0.013	0.825	
22.5575	259.707	0.012	0.826	
22.5580	259.707	0.010	0.825	
22.5585	259.707	0.011	0.826	
22.5590	259.707	0.012	0.825	
22.5595	259.707	0.012	0.820	
22.5600	259.707	0.012	0.822	
22.5605	259.707	0.011	0.820	
22.5610	259.707	0.013	0.820	
22.5615	259.707	0.013	0.819	
22.5620	259.003	0.012	0.820	
22.5625	259.003	0.015	0.819	
22.5630	259.003	0.013	0.818	
22.5635	258.651	0.013	0.819	
22.5640	258.651	0.015	0.817	
22.5645	258.651	0.016	0.819	
22.5650	258.299	0.017	0.818	
22.5655	257.947	0.016	0.815	
22.5660	257.947	0.019	0.816	
22.5665	257.947	0.018	0.823	
22.5670	257.947	0.019	0.818	
22.5675	257.947	0.024	0.819	
22.5680	258.651	0.028	0.819	
22.5685	258.651	0.024	0.819	
22.5690	256.188	0.023	0.822	
22.5695	256.188	0.023	0.819	
22.5700	256.540	0.022	0.821	
22.5705	256.892	0.022	0.819	
22.5710	256.892	0.021	0.822	
22.5715	256.892	0.021	0.823	
22.5720	256.892	0.020	0.823	
22.5725	256.892	0.019	0.823	
22.5730	256.188	0.017	0.822	
22.5735	256.188	0.015	0.822	
22.5740	256.188	0.015	0.823	
22.5745	256.188	0.009	0.824	
22.5750	256.188	0.012	0.820	
22.5755	256.188	0.012	0.827	
22.5760	256.188	0.012	0.822	
22.5765	256.188	0.013	0.823	
22.5770	256.188	0.009	0.820	
22.5775	256.188	0.012	0.823	
22.5780	256.188	0.012	0.821	
22.5785	256.188	0.008	0.820	
22.5790	256.188	0.012	0.821	
22.5795	256.188	0.012	0.820	
22.5800	256.188	0.012	0.820	
22.5805	256.188	0.013	0.821	
22.5810	256.188	0.012	0.820	
22.5815	256.540	0.012	0.820	
22.5820	256.892	0.012	0.819	
22.5825	256.892	0.011	0.816	
22.5830	256.892	0.012	0.819	
22.5835	256.892	0.014	0.820	
22.5840	256.892	0.012	0.820	
22.5845	256.892	0.012	0.816	
22.5850	256.892	0.017	0.821	
22.5855	256.892	0.010	0.818	
22.5860	256.188	0.013	0.819	
22.5865	256.188	0.011	0.819	
22.5870	258.651	0.012	0.819	
22.5875	258.651	0.012	0.824	
22.5880	258.651	0.012	0.820	
22.5885	258.651	0.011	0.822	
22.5890	258.651	0.012	0.821	
22.5895	258.651	0.012	0.821	
22.5900	258.651	0.012	0.818	
22.5905	258.299	0.014	0.821	
22.5910	257.947	0.010	0.821	
22.5915	257.947	0.012	0.821	
22.5920	257.947	0.012	0.822	
22.5925	257.947	0.011	0.821	
22.5930	257.947	0.012	0.821	
22.5935	257.947	0.011	0.821	
22.5940	257.947	0.012	0.820	
22.5945	257.947	0.011	0.818	
22.5950	257.947	0.013	0.821	
22.5955	257.947	0.012	0.821	
22.5960	257.947	0.013	0.819	
22.5965	257.947	0.013	0.820	
22.5970	257.947	0.014	0.820	
22.5975	257.947	0.012	0.820	
22.5980	257.947	0.013	0.820	
22.5985	258.651	0.012	0.821	
22.5990	258.651	0.013	0.823	
22.5995	258.651	0.012	0.821	
22.6000	258.651	0.012	0.821	
22.6005	258.651	0.013	0.821	
22.6010	258.651	0.012	0.821	
22.6015	258.651	0.013	0.820	
22.6020	258.651	0.013	0.821	
22.6025	258.651	0.012	0.821	
22.6030	258.651	0.008	0.820	
22.6035	258.651	0.008	0.820	
22.6040	256.188	0.013	0.821	
22.6045	256.188	0.011	0.820	
22.6050	256.188	0.011	0.819	
22.6055	256.188	0.012	0.825	
22.6060	256.188	0.012	0.819	
22.6065	256.188	0.013	0.820	
22.6070	256.188	0.014	0.820	
22.6075	256.188	0.012	0.820	
22.6080	256.188	0.016	0.820	
22.6085	256.188	0.152	0.755	
22.6090	256.188	0.290	0.727	
22.6095	256.188	0.392	0.729	
22.6100	256.188	0.474	0.739	
22.6105	256.188	0.538	0.755	
22.6110	258.651	0.587	0.769	
22.6115	258.651	0.624	0.778	
22.6120	258.651	0.651	0.787	
22.6125	258.299	0.670	0.792	
22.6130	257.947	0.683	0.797	
22.6135	257.947	0.693	0.799	
22.6140	258.651	0.700	0.804	
22.6145	259.707	0.705	0.805	
22.6150	259.003	0.708	0.809	
22.6155	261.466	0.713	0.808	
22.6160	260.762	0.715	0.813	
22.6165	260.762	0.724	0.817	
22.6170	262.522	0.724	0.819	
22.6175	262.522	0.729	0.823	
22.6180	261.818	0.734	0.827	
22.6185	263.578	0.745	0.832	
22.6190	264.282	0.754	0.837	
22.6195	265.337	0.765	0.844	
22.6200	265.337	0.775	0.850	
22.6205	267.097	0.785	0.855	
22.6210	266.393	0.794	0.860	
22.6215	268.152	0.801	0.864	
22.6220	268.152	0.808	0.866	
22.6225	268.152	0.811	0.863	
22.6230	267.449	0.818	0.862	
22.6235	269.912	0.822	0.855	
22.6240	269.208	0.827	0.853	
22.6245	269.208	0.828	0.849	
22.6250	269.208	0.833	0.845	
22.6255	269.208	0.834	0.834	
22.6260	269.208	0.836	0.828	
22.6265	269.208	0.838	0.817	
22.6270	269.208	0.840	0.811	
22.6275	269.208	0.840	0.799	
22.6280	269.208	0.841	0.794	
22.6285	269.208	0.841	0.785	
22.6290	269.208	0.847	0.781	
22.6295	269.912	0.842	0.778	
22.6300	267.449	0.844	0.771	
22.6305	268.152	0.844	0.765	
22.6310	268.152	0.847	0.762	
22.6315	267.449	0.850	0.760	
22.6320	266.393	0.848	0.758	
22.6325	266.393	0.855	0.757	
22.6330	266.393	0.857	0.758	
22.6335	266.393	0.860	0.760	
22.6340	265.337	0.865	0.763	
22.6345	264.633	0.868	0.767	
22.6350	264.282	0.872	0.773	
22.6355	263.578	0.872	0.775	
22.6360	263.578	0.877	0.776	
22.6365	261.818	0.880	0.785	
22.6370	262.522	0.881	0.787	
22.6375	262.522	0.877	0.792	
22.6380	262.522	0.876	0.794	
22.6385	261.818	0.872	0.795	
22.6390	261.466	0.869	0.798	
22.6395	261.466	0.867	0.799	
22.6400	261.466	0.859	0.802	
22.6405	261.466	0.853	0.801	
22.6410	261.466	0.847	0.804	
22.6415	261.466	0.843	0.808	
22.6420	261.466	0.835	0.807	
22.6425	261.466	0.829	0.807	
22.6430	261.818	0.825	0.809	
22.6435	261.818	0.819	0.810	
22.6440	262.170	0.811	0.809	
22.6445	262.522	0.812	0.810	
22.6450	262.522	0.806	0.813	
22.6455	262.522	0.808	0.814	
22.6460	261.818	0.809	0.814	
22.6465	263.578	0.804	0.815	
22.6470	263.578	0.807	0.818	
22.6475	263.578	0.807	0.817	
22.6480	264.282	0.808	0.820	
22.6485	265.337	0.811	0.823	
22.6490	265.337	0.813	0.826	
22.6495	265.337	0.816	0.828	
22.6500	265.337	0.818	0.828	
22.6505	267.097	0.820	0.827	
22.6510	266.393	0.823	0.829	
22.6515	266.393	0.825	0.828	
22.6520	266.393	0.827	0.826	
22.6525	266.393	0.830	0.825	
22.6530	267.097	0.832	0.821	
22.6535	267.097	0.834	0.819	
22.6540	267.097	0.834	0.815	
22.6545	267.097	0.836	0.811	
22.6550	267.097	0.839	0.810	
22.6555	267.097	0.840	0.804	
22.6560	267.097	0.840	0.802	
22.6565	266.745	0.842	0.799	
22.6570	266.393	0.842	0.795	
22.6575	266.393	0.843	0.797	
22.6580	266.393	0.844	0.792	
22.6585	266.393	0.843	0.791	
22.6590	267.097	0.846	0.790	
22.6595	267.097	0.848	0.789	
22.6600	264.633	0.847	0.789	
22.6605	264.633	0.848	0.787	
22.6610	264.985	0.849	0.788	
22.6615	265.337	0.850	0.788	
22.6620	265.337	0.850	0.789	
22.6625	265.337	0.857	0.790	
22.6630	264.633	0.851	0.789	
22.6635	264.633	0.852	0.792	
22.6640	264.282	0.853	0.795	
22.6645	264.282	0.853	0.794	
22.6650	263.930	0.852	0.796	
22.6655	263.578	0.851	0.795	
22.6660	263.578	0.852	0.798	
22.6665	263.578	0.851	0.799	
22.6670	263.578	0.848	0.798	
22.6675	263.578	0.846	0.802	
22.6680	263.578	0.845	0.802	
22.6685	264.282	0.843	0.802	
22.6690	264.282	0.837	0.804	
22.6695	264.282	0.837	0.803	
22.6700	263.578	0.838	0.806	
22.6705	263.578	0.833	0.806	
22.6710	263.578	0.834	0.806	
22.6715	263.578	0.833	0.807	
22.6720	263.578	0.833	0.807	
22.6725	263.578	0.832	0.808	
22.6730	263.578	0.831	0.809	
22.6735	263.578	0.829	0.810	
22.6740	263.578	0.828	0.810	
22.6745	263.578	0.827	0.810	
22.6750	264.282	0.828	0.812	
22.6755	264.282	0.830	0.812	
22.6760	264.633	0.830	0.816	
22.6765	264.633	0.832	0.813	
22.6770	264.633	0.829	0.813	
22.6775	264.985	0.829	0.814	
22.6780	265.337	0.830	0.814	
22.6785	265.337	0.830	0.814	
22.6790	265.337	0.831	0.810	
22.6795	265.337	0.832	0.812	
22.6800	265.337	0.832	0.812	
22.6805	265.337	0.833	0.812	
22.6810	264.633	0.834	0.811	
22.6815	264.633	0.835	0.810	
22.6820	264.633	0.836	0.811	
22.6825	264.633	0.836	0.808	
22.6830	264.633	0.836	0.808	
22.6835	264.633	0.835	0.807	
22.6840	264.633	0.837	0.806	
22.6845	264.633	0.837	0.805	
22.6850	264.633	0.839	0.804	
22.6855	264.633	0.839	0.804	
22.6860	264.633	0.839	0.800	
22.6865	264.633	0.840	0.805	
22.6870	264.633	0.841	0.803	
22.6875	264.985	0.842	0.801	
22.6880	265.337	0.841	0.801	
22.6885	265.337	0.841	0.800	
22.6890	265.337	0.839	0.799	
22.6895	265.337	0.883	0.612	
22.6900	265.337	0.914	0.379	
22.6905	265.337	0.915	0.266	
22.6910	265.337	0.908	0.204	
22.6915	265.337	0.897	0.167	
22.6920	265.337	0.890	0.141	
22.6925	265.337	0.885	0.123	
22.6930	265.337	0.879	0.108	
22.6935	265.337	0.875	0.093	
22.6940	265.337	0.873	0.080	
22.6945	265.337	0.870	0.070	
22.6950	265.337	0.866	0.061	
