Elapsed Time[s]	Write 0 [A]	
33.6944	0.838	
33.6946	0.838	
33.6948	0.838	
33.6950	0.838	
33.6952	0.838	
33.6954	0.838	
33.6956	0.838	
33.6958	0.838	
33.6960	0.837	
33.6962	0.838	
33.6964	0.836	
33.6966	0.838	
33.6968	0.837	
33.6970	0.837	
33.6972	0.838	
33.6974	0.838	
33.6976	0.838	
33.6978	0.837	
33.6980	0.838	
33.6982	0.837	
33.6984	0.837	
33.6986	0.838	
33.6988	0.838	
33.6990	0.838	
33.6992	0.837	
33.6994	0.838	
33.6996	0.838	
33.6998	0.838	
33.7000	0.836	
33.7002	0.839	
33.7004	0.838	
33.7006	0.838	
33.7008	0.837	
33.7010	0.838	
33.7012	0.839	
33.7014	0.838	
33.7016	0.838	
33.7018	0.839	
33.7020	0.839	
33.7022	0.838	
33.7024	0.838	
33.7026	0.838	
33.7028	0.838	
33.7030	0.836	
33.7032	0.838	
33.7034	0.839	
33.7036	0.836	
33.7038	0.838	
33.7040	0.838	
33.7042	0.836	
33.7044	0.838	
33.7046	0.840	
33.7048	0.838	
33.7050	0.839	
33.7052	0.839	
33.7054	0.839	
33.7056	0.839	
33.7058	0.839	
33.7060	0.839	
33.7062	0.839	
33.7064	0.839	
33.7066	0.838	
33.7068	0.839	
33.7070	0.839	
33.7072	0.840	
33.7074	0.839	
33.7076	0.839	
33.7078	0.838	
33.7080	0.839	
33.7082	0.839	
33.7084	0.838	
33.7086	0.839	
33.7088	0.836	
33.7090	0.839	
33.7092	0.836	
33.7094	0.839	
33.7096	0.838	
33.7098	0.837	
33.7100	0.839	
33.7102	0.839	
33.7104	0.837	
33.7106	0.838	
33.7108	0.838	
33.7110	0.837	
33.7112	0.837	
33.7114	0.838	
33.7116	0.838	
33.7118	0.838	
33.7120	0.839	
33.7122	0.838	
33.7124	0.838	
33.7126	0.838	
33.7128	0.838	
33.7130	0.838	
33.7132	0.838	
33.7134	0.838	
33.7136	0.838	
33.7138	0.838	
33.7140	0.838	
33.7142	0.838	
33.7144	0.838	
33.7146	0.837	
33.7148	0.838	
33.7150	0.838	
33.7152	0.837	
33.7154	0.838	
33.7156	0.838	
33.7158	0.838	
33.7160	0.837	
33.7162	0.838	
33.7164	0.837	
33.7166	0.837	
33.7168	0.837	
33.7170	0.837	
33.7172	0.837	
33.7174	0.837	
33.7176	0.838	
33.7178	0.837	
33.7180	0.839	
33.7182	0.837	
33.7184	0.838	
33.7186	0.838	
33.7188	0.837	
33.7190	0.838	
33.7192	0.838	
33.7194	0.837	
33.7196	0.838	
33.7198	0.838	
33.7200	0.837	
33.7202	0.837	
33.7204	0.837	
33.7206	0.839	
33.7208	0.838	
33.7210	0.839	
33.7212	0.838	
33.7214	0.838	
33.7216	0.838	
33.7218	0.838	
33.7220	0.838	
33.7222	0.838	
33.7224	0.837	
33.7226	0.838	
33.7228	0.838	
33.7230	0.837	
33.7232	0.838	
33.7234	0.838	
33.7236	0.838	
33.7238	0.839	
33.7240	0.838	
33.7242	0.838	
33.7244	0.838	
33.7246	0.838	
33.7248	0.839	
33.7250	0.839	
33.7252	0.839	
33.7254	0.838	
33.7256	0.839	
33.7258	0.839	
33.7260	0.837	
33.7262	0.838	
33.7264	0.839	
33.7266	0.839	
33.7268	0.839	
33.7270	0.839	
33.7272	0.839	
33.7274	0.838	
33.7276	0.839	
33.7278	0.838	
33.7280	0.839	
33.7282	0.839	
33.7284	0.838	
33.7286	0.838	
33.7288	0.839	
33.7290	0.838	
33.7292	0.838	
33.7294	0.838	
33.7296	0.838	
33.7298	0.839	
33.7300	0.839	
33.7302	0.838	
33.7304	0.839	
33.7306	0.838	
33.7308	0.838	
33.7310	0.839	
33.7312	0.839	
33.7314	0.839	
33.7316	0.838	
33.7318	0.839	
33.7320	0.838	
33.7322	0.839	
33.7324	0.838	
33.7326	0.838	
33.7328	0.838	
33.7330	0.839	
33.7332	0.838	
33.7334	0.839	
33.7336	0.838	
33.7338	0.839	
33.7340	0.839	
33.7342	0.838	
33.7344	0.838	
33.7346	0.838	
33.7348	0.838	
