Elapsed Time[s]	Write 0 [deg]	Write 1 [A]	Write 2 [A]	
0.0000	140.762	0.001	0.650	
0.0005	143.226	0.012	0.716	
0.0010	142.522	0.031	0.772	
0.0015	143.578	0.044	0.823	
0.0020	144.282	0.054	0.868	
0.0025	143.578	0.057	0.905	
0.0030	146.041	0.055	0.935	
0.0035	145.337	0.051	0.957	
0.0040	146.041	0.046	0.977	
0.0045	146.393	0.041	0.988	
0.0050	147.097	0.037	0.999	
0.0055	147.097	0.243	0.693	
0.0060	146.393	0.460	0.466	
0.0065	148.856	0.597	0.363	
0.0070	148.152	0.689	0.307	
0.0075	148.152	0.754	0.271	
0.0080	148.152	0.799	0.246	
0.0085	148.856	0.834	0.228	
0.0090	148.856	0.859	0.213	
0.0095	148.856	0.878	0.200	
0.0100	149.208	0.890	0.188	
0.0105	149.208	0.904	0.178	
0.0110	149.560	0.910	0.168	
0.0115	149.912	0.916	0.160	
0.0120	149.912	0.921	0.147	
0.0125	149.912	0.925	0.142	
0.0130	149.912	0.926	0.139	
0.0135	149.912	0.603	0.292	
0.0140	149.912	0.446	0.299	
0.0145	149.912	0.331	0.302	
0.0150	149.912	0.248	0.295	
0.0155	149.912	0.185	0.283	
0.0160	149.912	0.139	0.268	
0.0165	149.208	0.104	0.253	
0.0170	149.208	0.078	0.237	
0.0175	149.208	0.057	0.223	
0.0180	151.672	0.049	0.207	
0.0185	151.320	0.036	0.193	
0.0190	150.968	0.022	0.178	
0.0195	151.672	0.012	0.166	
0.0200	152.023	0.010	0.152	
0.0205	152.727	0.007	0.144	
0.0210	152.023	0.079	0.044	
0.0215	154.487	0.154	0.019	
0.0220	153.783	0.172	0.016	
0.0225	154.839	0.170	0.015	
0.0230	155.543	0.169	0.017	
0.0235	157.302	0.160	0.022	
0.0240	156.598	0.135	0.020	
0.0245	157.302	0.107	0.042	
0.0250	157.654	0.079	0.054	
0.0255	158.358	0.062	0.065	
0.0260	157.654	0.047	0.066	
0.0265	159.413	0.033	0.066	
0.0270	159.413	0.026	0.063	
0.0275	160.117	0.019	0.059	
0.0280	161.173	0.017	0.054	
0.0285	161.173	0.013	0.048	
0.0290	160.469	-0.009	0.208	
0.0295	162.933	0.005	0.442	
0.0300	162.229	0.003	0.594	
0.0305	162.229	0.003	0.699	
0.0310	162.933	0.004	0.768	
0.0315	162.933	0.004	0.821	
0.0320	163.284	0.001	0.859	
0.0325	163.636	0.004	0.886	
0.0330	163.988	0.003	0.907	
0.0335	163.988	0.003	0.924	
0.0340	163.988	0.003	0.935	
0.0345	163.284	0.004	0.945	
0.0350	163.284	0.004	0.950	
0.0355	165.748	0.004	0.957	
0.0360	165.748	0.004	0.966	
0.0365	165.748	0.004	0.964	
0.0370	165.748	0.225	0.676	
0.0375	165.748	0.336	0.501	
0.0380	165.748	0.426	0.375	
0.0385	165.396	0.500	0.284	
0.0390	165.044	0.565	0.214	
0.0395	165.044	0.620	0.163	
0.0400	165.044	0.661	0.123	
0.0405	165.044	0.699	0.097	
0.0410	165.044	0.725	0.075	
0.0415	165.748	0.744	0.055	
0.0420	166.100	0.756	0.044	
0.0425	166.804	0.764	0.035	
0.0430	166.804	0.767	0.025	
0.0435	166.100	0.768	0.022	
0.0440	168.563	0.765	0.016	
0.0445	167.859	0.763	0.017	
0.0450	168.563	0.443	0.167	
0.0455	169.619	0.289	0.188	
0.0460	169.619	0.178	0.193	
0.0465	171.378	0.105	0.192	
0.0470	170.674	0.045	0.183	
0.0475	171.378	0.009	0.166	
0.0480	172.434	0.004	0.137	
0.0485	171.730	0.005	0.104	
0.0490	174.194	0.003	0.081	
0.0495	173.490	0.004	0.064	
0.0500	174.194	0.004	0.055	
0.0505	174.545	0.001	0.041	
0.0510	175.249	0.004	0.035	
0.0515	174.545	0.002	0.030	
