Elapsed Time[s]	Write 0 [deg]	Write 1 [A]	Write 2 [A]	
0.0000	120.352	0.041	0.008	
0.0005	120.000	0.039	0.009	
0.0010	120.000	0.076	0.009	
0.0015	120.704	0.100	0.011	
0.0020	120.704	0.107	0.010	
0.0025	120.704	0.104	0.010	
0.0030	118.240	0.107	0.010	
0.0035	118.240	0.103	0.010	
0.0040	118.240	0.098	0.010	
0.0045	118.592	0.092	0.010	
0.0050	118.944	0.087	0.010	
0.0055	118.944	0.081	0.009	
0.0060	118.944	0.076	0.010	
0.0065	118.240	0.070	0.009	
0.0070	117.889	0.065	0.009	
0.0075	117.889	0.063	0.010	
0.0080	117.537	0.063	0.010	
0.0085	117.185	0.056	0.010	
0.0090	117.185	0.050	0.010	
0.0095	117.889	0.050	0.007	
0.0100	115.425	0.051	0.010	
0.0105	115.425	0.045	0.011	
0.0110	115.777	0.043	0.009	
0.0115	116.129	0.039	0.010	
0.0120	115.425	0.035	0.011	
0.0125	115.073	0.032	0.009	
0.0130	114.369	0.024	0.009	
0.0135	114.369	0.021	0.009	
0.0140	115.073	0.020	0.010	
0.0145	112.610	0.015	0.010	
0.0150	112.610	0.012	0.009	
0.0155	112.962	0.040	0.009	
0.0160	113.314	0.059	0.009	
0.0165	112.610	0.062	0.010	
0.0170	112.258	0.060	0.010	
0.0175	111.906	0.055	0.011	
0.0180	111.554	0.049	0.010	
0.0185	111.554	0.045	0.009	
0.0190	112.258	0.035	0.008	
0.0195	112.258	0.028	0.007	
0.0200	110.499	0.021	0.011	
0.0205	110.499	0.019	0.009	
0.0210	110.499	0.013	0.010	
0.0215	109.795	0.009	0.008	
0.0220	109.795	0.007	0.009	
0.0225	109.443	0.004	0.010	
0.0230	108.739	0.004	0.010	
0.0235	108.739	0.004	0.010	
0.0240	109.443	0.003	0.009	
0.0245	109.443	0.003	0.010	
0.0250	106.979	0.003	0.009	
0.0255	107.331	0.003	0.009	
0.0260	107.683	0.003	0.010	
0.0265	106.979	0.003	0.009	
0.0270	106.979	0.004	0.010	
0.0275	106.628	0.003	0.011	
0.0280	106.628	0.004	0.010	
0.0285	105.924	0.003	0.009	
0.0290	105.924	0.002	0.010	
0.0295	105.924	0.002	0.008	
0.0300	106.628	0.003	0.051	
0.0305	106.628	0.002	0.126	
0.0310	104.164	0.002	0.182	
0.0315	104.164	0.004	0.223	
0.0320	104.164	0.002	0.256	
0.0325	104.516	0.007	0.287	
0.0330	104.868	0.003	0.312	
0.0335	104.868	0.003	0.336	
0.0340	104.868	0.003	0.355	
0.0345	104.164	0.004	0.375	
0.0350	104.164	0.004	0.391	
0.0355	103.812	0.003	0.403	
0.0360	103.812	0.004	0.415	
0.0365	103.812	0.003	0.423	
0.0370	103.460	0.004	0.429	
0.0375	103.109	0.003	0.435	
0.0380	103.109	0.003	0.438	
0.0385	103.812	0.005	0.439	
0.0390	101.349	0.000	0.440	
0.0395	101.349	0.002	0.443	
0.0400	101.701	0.003	0.441	
0.0405	102.053	0.001	0.442	
0.0410	101.349	0.002	0.442	
0.0415	101.349	0.003	0.442	
0.0420	100.997	0.003	0.444	
0.0425	100.645	0.005	0.444	
0.0430	100.293	0.002	0.443	
0.0435	100.997	0.003	0.444	
0.0440	100.997	0.002	0.444	
0.0445	98.534	0.003	0.455	
0.0450	99.238	0.004	0.494	
0.0455	99.238	0.003	0.510	
0.0460	98.534	0.003	0.521	
0.0465	98.182	0.002	0.519	
0.0470	97.478	0.003	0.520	
0.0475	97.478	0.002	0.519	
0.0480	97.478	0.002	0.519	
0.0485	98.182	0.002	0.520	
0.0490	95.718	0.001	0.517	
0.0495	95.718	0.001	0.514	
0.0500	96.422	0.003	0.516	
0.0505	96.422	0.004	0.516	
0.0510	95.718	0.003	0.518	
0.0515	95.367	0.004	0.514	
0.0520	95.367	0.004	0.517	
0.0525	94.663	0.004	0.517	
0.0530	94.663	0.003	0.518	
0.0535	95.367	0.002	0.521	
0.0540	92.903	0.003	0.521	
0.0545	92.903	0.004	0.524	
0.0550	93.255	0.003	0.524	
0.0555	93.607	0.003	0.527	
0.0560	92.903	0.003	0.526	
0.0565	92.903	0.003	0.535	
0.0570	92.551	0.004	0.536	
0.0575	92.199	0.004	0.540	
0.0580	91.848	0.004	0.544	
0.0585	91.848	0.004	0.548	
0.0590	92.551	0.004	0.553	
0.0595	90.088	0.074	0.512	
0.0600	90.088	0.138	0.492	
0.0605	90.088	0.183	0.481	
0.0610	90.440	0.218	0.484	
0.0615	90.792	0.251	0.489	
